customer_id,signup_date,last_activity_date,age,gender,country,plan,monthly_price,contract_type,payment_method,avg_watch_minutes_per_day,sessions_per_week,devices,fav_genre,num_profiles,watched_in_last_30_days,hours_last_30_days,num_support_tickets,num_complaints,acq_channel,first_campaign,internet_speed_mbps,app_crash_rate_per_week,tenure_days,tenure_months,rfm_recency_days,frequency_per_month,avg_monthly_spend,total_revenue_to_date,churn,customer_lifetime_days,signup_month,signup_year,days_since_last_activity,engagement_score,total_lifetime_value,avg_revenue_per_day,device_count,hours_per_session,watch_intensity,customer_segment,churn_risk_score,is_high_value_customer,is_power_user,is_dormant,is_multi_device_user,has_support_issues
CUST100014,2023-04-24,2023-10-02,74,Male,Philippines,Basic,199.0,Monthly,GooglePay,36.2,0.0,Smart TV,Drama,4,0,0.0,0,0,Affiliate,Direct,12.5,0.098,953,31.8,792,0.0,199.0,6321.57,0,161,4,2023,795,14.480000000000002,6328.2,39.264409937888196,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100015,2022-05-14,2023-03-21,20,Male,India,Basic,199.0,Monthly,NetBanking,21.4,8.7,Smart TV,Drama,2,1,3.3,1,1,Search Ads,RetentionPush2024,35.8,0.088,1298,43.3,987,37.8,199.0,8610.07,1,311,5,2022,990,34.959999999999994,8616.699999999999,27.685112540192925,1,0.09482758620689656,Low,Loyal,30,0,0,1,0,1
CUST100016,2020-03-06,2021-11-13,26,Male,Philippines,Premium,799.0,Monthly,GooglePay,15.1,13.5,Tablet,Horror,2,1,2.1,0,0,Paid Social,RetentionPush2024,32.9,0.089,2097,69.9,1480,58.7,799.0,55850.1,1,617,3,2020,1483,46.839999999999996,55850.100000000006,90.51880064829821,1,0.03888888888888889,Low,Loyal,30,1,0,1,0,0
CUST100017,2020-03-02,2020-04-12,30,Female,USA,Premium,799.0,Monthly,Card,27.5,4.5,Web,Sci-Fi,1,1,1.1,1,0,Search Ads,Launch2020,41.7,0.135,2101,70.0,2060,19.6,799.0,55956.63,0,41,3,2020,2063,24.8,55930.0,1364.7958536585365,1,0.061111111111111116,Low,Loyal,30,1,0,1,0,1
CUST100018,2020-07-10,2021-02-15,18,Male,South Africa,Basic,199.0,Quarterly,UPI,47.7,2.6,Mobile,Horror,1,0,0.0,0,0,Organic,NewSeries2022,86.0,0.259,1971,65.7,1751,11.3,199.0,13074.3,0,220,7,2020,1754,26.880000000000003,13074.300000000001,59.42863636363636,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100019,2021-03-23,2022-02-21,73,Male,UK,Standard,499.0,Yearly,Paypal,2.0,11.7,Smart TV,Sci-Fi,1,1,16.8,0,0,Affiliate,RetentionPush2024,54.9,0.036,1715,57.2,1380,50.8,499.0,28526.17,0,335,3,2021,1383,36.199999999999996,28542.800000000003,85.15274626865671,1,0.35897435897435903,Low,Loyal,55,1,0,1,0,0
CUST100020,2021-04-21,2021-09-19,20,Female,Philippines,Basic,199.0,Monthly,Paypal,5.0,8.1,Smart TV,Romance,3,1,23.4,0,0,Search Ads,Direct,29.7,0.004,1686,56.2,1535,35.2,199.0,11183.8,0,151,4,2021,1538,26.6,11183.800000000001,74.06490066225165,1,0.7222222222222222,Low,Loyal,55,0,0,1,0,0
CUST100021,2022-10-31,2023-02-01,38,Male,India,Free Trial,0.0,Monthly,GooglePay,22.8,9.7,Web,Drama,1,1,10.9,0,0,Paid Social,NewSeries2022,75.9,0.016,1128,37.6,1035,42.1,0.0,0.0,0,93,10,2022,1038,38.519999999999996,0.0,0.0,1,0.28092783505154645,Low,Loyal,30,0,0,1,0,0
CUST100022,2023-05-17,2024-01-26,68,Male,Germany,Free Trial,0.0,Yearly,Card,0.9,8.5,Mobile,Documentary,2,1,5.2,0,0,Referral,SummerSale2023,20.4,0.219,930,31.0,676,36.9,0.0,0.0,1,254,5,2023,679,26.16,0.0,0.0,1,0.15294117647058825,Low,Loyal,55,0,0,1,0,0
CUST100023,2020-02-24,2021-02-22,52,Male,Philippines,Premium,799.0,Quarterly,Paypal,6.7,4.2,Mobile,Romance,2,1,7.6,1,0,Paid Social,NewSeries2022,54.8,0.378,2108,70.3,1744,18.2,799.0,56143.07,1,364,2,2020,1747,15.58,56169.7,154.2392032967033,1,0.45238095238095233,Low,Loyal,55,1,0,1,0,1
CUST100024,2023-02-23,2024-04-03,24,Male,India,Free Trial,0.0,Yearly,GooglePay,51.2,9.7,Mobile,Documentary,2,1,12.1,0,0,Paid Social,SummerSale2023,61.3,0.104,1013,33.8,608,42.1,0.0,0.0,1,405,2,2023,611,49.879999999999995,0.0,0.0,1,0.3118556701030928,Medium,Loyal,30,0,1,1,0,0
CUST100025,2021-02-11,2022-07-21,30,Female,India,Premium,799.0,Monthly,ApplePay,26.2,5.5,Mobile,Documentary,1,1,15.0,0,0,Paid Social,Festive2021,0.5,0.082,1755,58.5,1230,23.9,799.0,46741.5,0,525,2,2021,1233,27.28,46741.5,89.03142857142858,1,0.6818181818181818,Low,Loyal,30,1,0,1,0,0
CUST100026,2024-01-06,2024-02-25,18,Male,USA,Premium,799.0,Monthly,GooglePay,18.1,4.5,Mobile,Documentary,1,1,12.4,0,0,Email,Direct,39.8,0.004,696,23.2,646,19.6,799.0,18536.8,1,50,1,2024,649,21.040000000000003,18536.8,370.736,1,0.6888888888888889,Low,Mature,30,0,0,1,0,0
CUST100027,2023-08-23,2025-07-16,44,Female,Philippines,Standard,499.0,Monthly,NetBanking,37.8,8.9,Mobile,Action,2,0,0.0,0,0,Referral,Launch2020,29.5,0.013,832,27.7,139,38.7,499.0,13838.93,1,693,8,2023,142,41.82,13822.3,19.96959595959596,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100028,2023-12-07,2024-10-08,21,Female,UK,Standard,499.0,Quarterly,Paypal,37.3,7.5,Smart TV,Comedy,3,0,0.0,0,0,Email,NewSeries2022,54.4,0.281,726,24.2,420,32.6,499.0,12075.8,1,306,12,2023,423,37.42,12075.8,39.46339869281046,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100029,2023-01-21,2023-10-14,32,Male,UK,Basic,199.0,Monthly,Paypal,58.3,8.2,Mobile,Kids,1,1,16.7,0,0,Paid Social,NewSeries2022,34.6,0.019,1046,34.9,780,35.6,199.0,6938.47,0,266,1,2023,783,48.22,6945.099999999999,26.084473684210526,1,0.5091463414634146,Medium,Loyal,30,0,1,1,0,0
CUST100030,2022-05-09,2022-11-03,41,Female,India,Standard,499.0,Monthly,ApplePay,0.6,8.1,Mobile,Drama,1,1,20.6,0,0,Paid Social,Direct,27.3,0.352,1303,43.4,1125,35.2,499.0,21673.23,0,178,5,2022,1128,24.84,21656.6,121.7597191011236,1,0.6358024691358025,Low,Loyal,55,0,0,1,0,0
CUST100031,2021-03-27,2021-04-27,36,Male,India,Premium,799.0,Monthly,UPI,16.5,9.5,Mobile,Drama,1,1,7.4,1,1,Organic,NewSeries2022,5.6,0.304,1711,57.0,1680,41.3,799.0,45569.63,0,31,3,2021,1683,35.4,45543.0,1469.988064516129,1,0.19473684210526318,Low,Loyal,30,1,0,1,0,1
CUST100032,2022-07-08,2023-08-26,23,Male,Brazil,Basic,199.0,Monthly,GooglePay,23.1,10.9,Smart TV,Sci-Fi,1,0,0.0,0,0,Organic,Launch2020,60.9,0.342,1243,41.4,829,47.4,199.0,8245.23,1,414,7,2022,832,41.94,8238.6,19.91601449275362,1,0.0,Low,Loyal,30,0,0,1,0,0
CUST100033,2023-04-21,2024-07-27,36,Female,India,Standard,499.0,Quarterly,UPI,42.8,7.6,Mobile,Action,4,1,20.3,0,0,Organic,Festive2021,25.4,0.232,956,31.9,493,33.0,499.0,15901.47,0,463,4,2023,496,40.22,15918.099999999999,34.344427645788336,1,0.667763157894737,Medium,Loyal,30,0,0,1,0,0
CUST100035,2024-07-15,2025-11-30,26,Female,Philippines,Basic,199.0,Quarterly,ApplePay,46.7,10.4,Mobile,Romance,1,1,11.2,0,0,Paid Social,RetentionPush2024,28.6,0.117,505,16.8,2,45.2,199.0,3349.83,0,503,7,2024,5,50.18,3343.2000000000003,6.659701789264413,1,0.2692307692307692,Medium,Mature,0,0,0,0,0,0
CUST100036,2024-11-15,2025-07-28,53,Male,India,Standard,499.0,Monthly,UPI,29.7,9.2,Smart TV,Comedy,2,1,6.7,0,0,Organic,Launch2020,40.9,0.034,382,12.7,127,40.0,499.0,6353.93,0,255,11,2024,130,39.779999999999994,6337.299999999999,24.91737254901961,1,0.18206521739130438,Low,Mature,30,0,0,1,0,0
CUST100037,2020-01-14,2020-04-19,23,Male,Canada,Free Trial,0.0,Monthly,Card,10.7,5.3,Mobile,Horror,1,1,6.1,0,0,Paid Social,RetentionPush2024,31.5,0.083,2149,71.6,2053,23.0,0.0,0.0,0,96,1,2020,2056,20.48,0.0,0.0,1,0.28773584905660377,Low,Loyal,55,0,0,1,0,0
CUST100038,2024-04-03,2025-07-20,57,Female,India,Premium,799.0,Monthly,ApplePay,8.2,9.9,Mobile,Drama,1,1,13.3,0,0,Referral,NewSeries2022,3.0,0.163,608,20.3,135,43.0,799.0,16193.07,0,473,4,2024,138,33.279999999999994,16219.7,34.234820295983084,1,0.33585858585858586,Low,Mature,55,0,0,1,0,0
CUST100039,2024-07-08,2024-10-20,39,Male,Canada,Premium,799.0,Monthly,GooglePay,53.1,8.3,Web,Horror,1,1,13.1,0,0,Search Ads,Festive2021,39.4,0.263,512,17.1,408,36.1,799.0,13636.27,0,104,7,2024,411,46.44,13662.900000000001,131.11798076923077,1,0.394578313253012,Medium,Mature,30,0,1,1,0,0
CUST100040,2020-11-22,2021-04-14,50,Male,India,Standard,499.0,Monthly,NetBanking,19.1,3.0,Mobile,Romance,2,1,4.4,0,0,Email,SummerSale2023,5.2,0.053,1836,61.2,1693,13.0,499.0,30538.8,1,143,11,2020,1696,16.94,30538.800000000003,213.55804195804194,1,0.3666666666666667,Low,Loyal,30,1,0,1,0,0
CUST100041,2023-11-30,2024-04-02,70,Female,Germany,Standard,499.0,Quarterly,NetBanking,27.9,3.4,Tablet,Sci-Fi,3,0,0.0,0,0,Affiliate,Festive2021,17.5,0.082,733,24.4,609,14.8,499.0,12192.23,0,124,11,2023,612,21.36,12175.599999999999,98.32443548387097,1,0.0,Low,Loyal,30,0,0,1,0,0
CUST100042,2022-05-15,2022-05-27,29,Male,India,Basic,199.0,Yearly,NetBanking,68.1,3.4,Web,Horror,1,1,1.7,0,0,Paid Social,RetentionPush2024,17.9,0.047,1297,43.2,1285,14.8,199.0,8603.43,1,12,5,2022,1288,37.739999999999995,8596.800000000001,716.9525,1,0.125,High,Loyal,30,0,1,1,0,0
CUST100043,2021-11-27,2022-01-29,70,Female,USA,Free Trial,0.0,Monthly,GooglePay,0.7,3.4,Mobile,Action,1,1,1.4,0,0,Organic,Festive2021,75.3,0.83,1466,48.9,1403,14.8,0.0,0.0,0,63,11,2021,1406,10.78,0.0,0.0,1,0.10294117647058823,Low,Loyal,55,0,0,1,0,0
CUST100044,2021-07-23,2022-03-07,29,Male,UK,Basic,199.0,Monthly,Paypal,40.4,3.7,Smart TV,Horror,1,1,20.4,1,1,Referral,Direct,47.0,0.53,1593,53.1,1366,16.1,199.0,10566.9,0,227,7,2021,1369,27.56,10566.9,46.550220264317176,1,1.3783783783783783,Medium,Loyal,30,0,0,1,0,1
CUST100045,2020-11-14,2021-03-27,25,Female,India,Basic,199.0,Yearly,ApplePay,16.9,9.5,Mobile,Documentary,1,1,4.0,0,0,Paid Social,NewSeries2022,39.6,0.212,1844,61.5,1711,41.3,199.0,12231.87,0,133,11,2020,1714,35.559999999999995,12238.5,91.96894736842106,1,0.10526315789473684,Low,Loyal,30,0,0,1,0,0
CUST100046,2021-03-16,2021-10-04,27,Male,Germany,Premium,799.0,Monthly,ApplePay,67.7,7.2,Mobile,Drama,1,1,13.6,0,0,Referral,Launch2020,47.4,0.348,1722,57.4,1520,31.3,799.0,45862.6,0,202,3,2021,1523,48.98,45862.6,227.04257425742574,1,0.4722222222222222,High,Loyal,30,1,1,1,0,0
CUST100047,2024-04-12,2025-05-27,53,Female,India,Basic,199.0,Monthly,UPI,16.2,9.6,Web,Horror,1,1,4.1,0,0,Paid Social,RetentionPush2024,58.6,0.254,599,20.0,189,41.7,199.0,3973.37,1,410,4,2024,192,35.58,3980.0,9.691146341463414,1,0.10677083333333333,Low,Mature,30,0,0,1,0,0
CUST100048,2021-11-20,2022-12-06,59,Female,Canada,Standard,499.0,Monthly,ApplePay,48.4,3.6,Mobile,Sci-Fi,1,0,0.0,0,0,Paid Social,RetentionPush2024,0.5,0.378,1473,49.1,1092,15.6,499.0,24500.9,1,381,11,2021,1095,30.159999999999997,24500.9,64.30682414698163,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100049,2020-07-28,2022-05-04,70,Male,India,Basic,199.0,Quarterly,ApplePay,1.2,2.4,Mobile,Drama,2,1,49.7,0,0,Search Ads,RetentionPush2024,33.6,0.55,1953,65.1,1308,10.4,199.0,12954.9,0,645,7,2020,1311,7.9799999999999995,12954.9,20.085116279069766,1,5.177083333333334,Low,Loyal,55,0,0,1,0,0
CUST100050,2020-07-08,2022-04-29,61,Other,Australia,Basic,199.0,Monthly,UPI,66.1,4.4,Tablet,Sci-Fi,1,0,0.0,0,0,Organic,NewSeries2022,27.3,0.533,1973,65.8,1313,19.1,199.0,13087.57,0,660,7,2020,1316,39.64,13094.199999999999,19.829651515151514,1,0.0,High,Loyal,30,0,1,1,0,0
CUST100051,2022-02-17,2022-05-14,49,Female,India,Basic,199.0,Monthly,ApplePay,53.4,9.1,Mobile,Kids,1,1,12.7,0,0,Organic,Festive2021,22.8,0.171,1384,46.1,1298,39.5,199.0,9180.53,0,86,2,2022,1301,48.959999999999994,9173.9,106.75034883720932,1,0.3489010989010989,Medium,Loyal,30,0,1,1,0,0
CUST100052,2020-07-17,2022-03-05,56,Female,USA,Basic,199.0,Monthly,ApplePay,23.9,9.2,Mobile,Drama,1,0,0.0,0,0,Affiliate,RetentionPush2024,18.1,0.669,1964,65.5,1368,40.0,199.0,13027.87,0,596,7,2020,1371,37.16,13034.5,21.858842281879195,1,0.0,Low,Loyal,30,0,0,1,0,0
CUST100053,2022-01-05,2023-08-28,25,Female,India,Premium,799.0,Monthly,Card,42.9,6.3,Mobile,Documentary,1,1,1.0,0,0,Email,SummerSale2023,0.5,0.105,1427,47.6,827,27.4,799.0,38005.77,1,600,1,2022,830,36.36,38032.4,63.342949999999995,1,0.03968253968253968,Medium,Loyal,30,1,0,1,0,0
CUST100054,2024-10-01,2025-06-23,73,Female,Germany,Premium,799.0,Monthly,GooglePay,54.1,8.0,Smart TV,Romance,1,0,0.0,0,0,Organic,RetentionPush2024,26.2,0.043,427,14.2,162,34.8,799.0,11372.43,1,265,10,2024,165,45.64,11345.8,42.91483018867925,1,0.0,Medium,Mature,30,0,1,1,0,0
CUST100055,2021-12-05,2022-02-19,32,Female,India,Standard,499.0,Quarterly,UPI,38.1,5.5,Mobile,Documentary,3,1,5.6,0,0,Referral,Festive2021,41.3,0.053,1458,48.6,1382,23.9,499.0,24251.4,0,76,12,2021,1385,32.04,24251.4,319.09736842105264,1,0.2545454545454545,Medium,Loyal,30,0,0,1,0,0
CUST100056,2023-05-21,2023-06-12,32,Male,Mexico,Free Trial,0.0,Quarterly,Card,27.2,4.8,Smart TV,Romance,1,0,0.0,0,0,Organic,Festive2021,38.7,0.123,926,30.9,904,20.9,0.0,0.0,0,22,5,2023,907,25.28,0.0,0.0,1,0.0,Low,Loyal,30,0,0,1,0,0
CUST100057,2021-06-25,2021-08-30,18,Male,Philippines,Basic,199.0,Monthly,Paypal,33.0,8.2,Tablet,Horror,1,1,12.5,0,0,Paid Social,SummerSale2023,21.1,0.058,1621,54.0,1555,35.6,199.0,10752.63,0,66,6,2021,1558,38.099999999999994,10746.0,162.91863636363635,1,0.38109756097560976,Medium,Loyal,30,0,0,1,0,0
CUST100058,2024-07-10,2025-01-28,46,Male,India,Standard,499.0,Monthly,UPI,37.2,9.0,Smart TV,Horror,1,1,10.1,0,0,Search Ads,Launch2020,44.6,0.027,510,17.0,308,39.1,499.0,8483.0,0,202,7,2024,311,42.18,8483.0,41.995049504950494,1,0.28055555555555556,Medium,Mature,30,0,0,1,0,0
CUST100059,2020-03-29,2022-01-19,66,Male,Canada,Basic,199.0,Quarterly,GooglePay,36.1,12.4,Mobile,Drama,1,0,0.0,0,0,Search Ads,RetentionPush2024,48.0,0.101,2074,69.1,1413,53.9,199.0,13757.53,1,661,3,2020,1416,51.64,13750.9,20.81320726172466,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100060,2024-02-03,2025-05-02,16,Male,India,Premium,799.0,Yearly,ApplePay,43.7,4.0,Web,Action,1,1,2.0,0,0,Paid Social,Festive2021,28.4,0.174,668,22.3,214,17.4,799.0,17791.07,0,454,2,2024,217,29.78,17817.7,39.18737885462555,1,0.125,Medium,Mature,30,0,0,1,0,0
CUST100061,2022-07-29,2022-12-07,27,Male,USA,Standard,499.0,Monthly,ApplePay,14.6,3.6,Smart TV,Drama,3,1,21.2,0,0,Affiliate,SummerSale2023,41.1,0.688,1222,40.7,1091,15.6,499.0,20325.93,0,131,7,2022,1094,16.94,20309.300000000003,155.15977099236642,1,1.472222222222222,Low,Loyal,55,0,0,1,0,0
CUST100062,2023-01-03,2023-04-07,54,Female,Australia,Premium,799.0,Monthly,Card,22.0,5.5,Smart TV,Documentary,1,0,0.0,0,0,Paid Social,SummerSale2023,44.6,0.194,1064,35.5,970,23.9,799.0,28337.87,0,94,1,2023,973,25.3,28364.5,301.4667021276596,1,0.0,Low,Loyal,30,1,0,1,0,0
CUST100063,2020-09-12,2021-08-17,19,Male,Canada,Premium,799.0,Monthly,Card,27.2,8.8,Mobile,Sci-Fi,1,1,23.6,0,0,Paid Social,NewSeries2022,24.6,0.297,1907,63.6,1568,38.2,799.0,50789.77,0,339,9,2020,1571,37.58,50816.4,149.82233038348082,1,0.6704545454545454,Low,Loyal,30,1,0,1,0,0
CUST100064,2022-02-14,2022-06-19,57,Male,Canada,Standard,499.0,Monthly,Paypal,44.4,13.0,Mobile,Drama,1,1,6.7,1,1,Organic,Festive2021,48.1,0.229,1387,46.2,1262,56.5,499.0,23070.43,0,125,2,2022,1265,57.06,23053.800000000003,184.56344,1,0.12884615384615386,Medium,Loyal,30,0,0,1,0,1
CUST100065,2020-06-10,2020-07-23,28,Female,India,Premium,799.0,Monthly,Paypal,4.4,7.4,Mobile,Action,2,0,0.0,0,0,Search Ads,Direct,7.3,0.097,2001,66.7,1958,32.2,799.0,53293.3,0,43,6,2020,1961,23.96,53293.3,1239.379069767442,1,0.0,Low,Loyal,55,1,0,1,0,0
CUST100066,2023-02-04,2024-05-21,49,Male,USA,Free Trial,0.0,Quarterly,GooglePay,38.1,4.4,Smart TV,Sci-Fi,1,0,0.0,0,0,Organic,Festive2021,6.8,0.042,1032,34.4,560,19.1,0.0,0.0,1,472,2,2023,563,28.44,0.0,0.0,1,0.0,Medium,Loyal,30,0,0,1,0,0
CUST100067,2021-08-23,2021-10-13,57,Female,India,Standard,499.0,Monthly,ApplePay,50.6,3.6,Mobile,Romance,1,1,1.2,0,0,Organic,Festive2021,35.1,0.066,1562,52.1,1511,15.6,499.0,25981.27,0,51,8,2021,1514,31.34,25997.9,509.43666666666667,1,0.08333333333333333,Medium,Loyal,30,0,1,1,0,0
CUST100068,2024-08-25,2025-02-13,36,Male,Australia,Standard,499.0,Yearly,NetBanking,36.0,5.3,Mobile,Drama,1,0,0.0,0,0,Paid Social,NewSeries2022,65.0,0.418,464,15.5,292,23.0,499.0,7717.87,1,172,8,2024,295,30.299999999999997,7734.5,44.871337209302325,1,0.0,Medium,Mature,30,0,0,1,0,0
CUST100069,2023-07-11,2025-02-17,37,Other,UK,Premium,799.0,Quarterly,Paypal,36.5,7.7,Mobile,Action,1,1,8.7,0,0,Paid Social,Direct,37.8,0.034,875,29.2,288,33.5,799.0,23304.17,1,587,7,2023,291,38.0,23330.8,39.700459965928445,1,0.2824675324675324,Medium,Loyal,30,0,0,1,0,0
CUST100070,2023-06-20,2024-09-05,72,Female,Australia,Premium,799.0,Yearly,ApplePay,28.9,9.1,Mobile,Sci-Fi,1,0,0.0,0,0,Organic,SummerSale2023,33.9,0.021,896,29.9,453,39.5,799.0,23863.47,1,443,6,2023,456,38.86,23890.1,53.86787810383748,1,0.0,Low,Loyal,30,0,0,1,0,0
CUST100071,2024-12-18,2025-11-30,19,Male,India,Basic,199.0,Monthly,Paypal,36.2,7.7,Mobile,Action,1,1,7.6,0,0,Referral,SummerSale2023,1.7,0.384,349,11.6,2,33.5,199.0,2315.03,1,347,12,2024,5,37.879999999999995,2308.4,6.671556195965419,1,0.24675324675324672,Medium,Growing,0,0,0,0,0,0
CUST100072,2024-10-30,2025-11-30,33,Male,India,Standard,499.0,Monthly,UPI,26.2,4.8,Mobile,Kids,1,1,0.2,0,0,Referral,Launch2020,62.8,0.159,398,13.3,2,20.9,499.0,6620.07,0,396,10,2024,5,25.18,6636.700000000001,16.717348484848483,1,0.010416666666666668,Low,Mature,0,0,0,0,0,0
CUST100073,2022-01-10,2022-02-09,20,Female,India,Standard,499.0,Yearly,Card,31.7,3.1,Web,Romance,1,1,8.5,1,0,Email,SummerSale2023,58.6,0.229,1422,47.4,1392,13.5,499.0,23652.6,0,30,1,2022,1395,22.279999999999998,23652.6,788.42,1,0.6854838709677419,Medium,Loyal,30,0,0,1,0,1
CUST100074,2023-03-28,2024-04-22,34,Female,India,Standard,499.0,Quarterly,ApplePay,26.2,9.0,Smart TV,Kids,1,0,0.0,0,0,Email,Direct,2.8,0.35,980,32.7,589,39.1,499.0,16300.67,0,391,3,2023,592,37.480000000000004,16317.300000000001,41.689693094629156,1,0.0,Low,Loyal,30,0,0,1,0,0
CUST100075,2021-01-28,2022-12-28,17,Female,India,Basic,199.0,Yearly,Paypal,31.4,5.3,Smart TV,Documentary,2,1,10.0,1,0,Organic,Festive2021,66.3,0.083,1769,59.0,1070,23.0,199.0,11734.37,1,699,1,2021,1073,28.76,11741.0,16.787367668097282,1,0.4716981132075472,Medium,Loyal,30,0,0,1,0,1
